CLASS,COMID
"3",7923881.00000000000
"4",15034095.00000000000
"4",12075008.00000000000
"4",12071636.00000000000
"3",8029676.00000000000
"3",8026882.00000000000
"7",7990773.00000000000
"3",8028280.00000000000
"3",8063513.00000000000
"3",7985681.00000000000
"3",7928709.00000000000
"3",12071542.00000000000
"1",14993075.00000000000
"4",7972607.00000000000
"4",1679267.00000000000
"6",7995217.00000000000
"3",14992653.00000000000
"2",7972405.00000000000
"2",15024895.00000000000
"3",8029780.00000000000
"3",8039811.00000000000
"4",7993085.00000000000
"7",12070980.00000000000
"4",15041205.00000000000
"3",8026710.00000000000
"3",12072226.00000000000
"3",8059573.00000000000
"3",8058019.00000000000
"3",14997139.00000000000
"4",15039249.00000000000
"4",7962739.00000000000
"3",8026948.00000000000
"3",7929155.00000000000
"3",7985603.00000000000
"6",8006007.00000000000
"2",15025007.00000000000
"4",15033767.00000000000
"3",8020458.00000000000
"3",8039043.00000000000
"7",12070888.00000000000
"3",8057995.00000000000
"3",7964807.00000000000
"4",2843491.00000000000
"4",2848175.00000000000
"3",8057945.00000000000
"3",7961551.00000000000
"7",7984141.00000000000
"4",12072220.00000000000
"3",8056713.00000000000
"7",12071290.00000000000
"3",7986095.00000000000
"4",15040395.00000000000
"3",8020596.00000000000
"4",15033839.00000000000
"3",7965095.00000000000
"3",8039603.00000000000
"3",2770242.00000000000
"4",2853387.00000000000
"1",8020164.00000000000
"4",7972225.00000000000
"3",2770056.00000000000
"3",2766696.00000000000
"3",2775378.00000000000
"6",8015501.00000000000
"3",12074142.00000000000
"3",12068976.00000000000
"3",8020588.00000000000
"2",15059765.00000000000
"4",15033931.00000000000
"2",7968063.00000000000
"4",2843689.00000000000
"4",2848159.00000000000
"4",12071504.00000000000
"7",12070662.00000000000
"6",7984155.00000000000
"6",7984237.00000000000
"4",2843657.00000000000
"4",15048171.00000000000
"3",948020313.00000000000
"3",2775212.00000000000
"3",7991861.00000000000
"5",2496150.00000000000
"3",2773044.00000000000
"4",12068330.00000000000
"3",8039893.00000000000
"3",7982828.00000000000
"3",14991937.00000000000
"3",8039509.00000000000
"3",7991117.00000000000
"4",7991425.00000000000
"6",8006457.00000000000
"4",12071490.00000000000
"3",8037193.00000000000
"3",7985713.00000000000
"4",1685513.00000000000
"7",7993183.00000000000
"4",948020241.00000000000
"3",2772658.00000000000
"6",8006049.00000000000
"3",8057927.00000000000
"5",12074296.00000000000
"5",7952778.00000000000
"3",8027208.00000000000
"4",2495678.00000000000
"4",15033707.00000000000
"4",2843467.00000000000
"2",15024889.00000000000
"6",8007663.00000000000
"3",14992317.00000000000
"7",7984281.00000000000
"3",8026714.00000000000
"3",8027054.00000000000
"3",8039535.00000000000
"4",15033731.00000000000
"3",12074316.00000000000
"3",2766132.00000000000
"3",8058499.00000000000
"3",8029456.00000000000
"4",2843133.00000000000
"6",8015833.00000000000
"3",8037083.00000000000
"4",15034053.00000000000
"4",2763846.00000000000
"4",12070606.00000000000
"3",8020572.00000000000
"4",2850039.00000000000
"2",12079958.00000000000
"2",7981768.00000000000
"2",12074612.00000000000
"3",7960915.00000000000
"4",7970981.00000000000
"3",948020650.00000000000
"3",7948968.00000000000
"3",8026472.00000000000
"7",12074914.00000000000
"3",8039245.00000000000
"4",948020181.00000000000
"3",7972623.00000000000
"3",12074972.00000000000
"4",12071404.00000000000
"6",8016365.00000000000
"4",7970775.00000000000
"4",15069300.00000000000
"6",7991079.00000000000
"4",15048345.00000000000
"4",7947252.00000000000
"7",12070672.00000000000
"6",2782151.00000000000
"2",7972447.00000000000
"5",12068904.00000000000
"4",15040893.00000000000
"3",8039975.00000000000
"2",2775690.00000000000
"4",12072140.00000000000
"3",7984261.00000000000
"3",2763484.00000000000
"3",2774820.00000000000
"4",948021155.00000000000
"4",12074838.00000000000
"3",7947960.00000000000
"6",2849699.00000000000
"3",2774254.00000000000
"3",2800845.00000000000
"3",8057915.00000000000
"3",8063543.00000000000
"3",948020253.00000000000
"3",12068344.00000000000
"4",12075046.00000000000
"7",12070670.00000000000
"3",7961507.00000000000
"3",7947972.00000000000
"7",2848927.00000000000
"7",12074238.00000000000
"3",14982562.00000000000
"3",948020140.00000000000
"7",7995057.00000000000
"4",7970925.00000000000
"4",2843795.00000000000
"6",8022222.00000000000
"3",8026460.00000000000
"3",8040757.00000000000
"3",7991739.00000000000
"4",7970757.00000000000
"4",948021069.00000000000
"4",2843711.00000000000
"3",8040327.00000000000
"4",1679161.00000000000
"4",7970951.00000000000
"3",12075032.00000000000
"4",15013979.00000000000
"3",12074284.00000000000
"3",7994469.00000000000
"4",1678973.00000000000
"6",8006491.00000000000
"7",7995287.00000000000
"3",8041811.00000000000
"4",1678929.00000000000
"3",8027064.00000000000
"4",948020775.00000000000
"4",4296911.00000000000
"3",8058463.00000000000
"3",7947808.00000000000
"3",8038883.00000000000
"4",948021066.00000000000
"4",948020337.00000000000
"7",12073076.00000000000
"4",15038751.00000000000
"2",15024969.00000000000
"3",7964943.00000000000
"4",1678773.00000000000
"3",2766268.00000000000
"6",8004945.00000000000
"4",2847579.00000000000
"4",15022293.00000000000
"3",8038005.00000000000
"3",7986177.00000000000
"4",15041047.00000000000
"2",2845773.00000000000
"3",8039967.00000000000
"3",12074322.00000000000
"3",7923885.00000000000
"2",2775196.00000000000
"7",8007905.00000000000
"1",14982844.00000000000
"4",2848475.00000000000
"4",15027335.00000000000
"3",8039163.00000000000
"4",1679411.00000000000
"3",8021356.00000000000
"3",8026418.00000000000
"3",2772648.00000000000
"2",2845767.00000000000
"3",7972355.00000000000
"2",15024885.00000000000
"4",7993005.00000000000
"3",7986117.00000000000
"4",12070594.00000000000
"3",8063315.00000000000
"3",8063333.00000000000
"3",12068972.00000000000
"4",7950866.00000000000
"2",7970021.00000000000
"3",7994871.00000000000
"4",948021078.00000000000
"3",7985999.00000000000
"7",12074994.00000000000
"3",8037005.00000000000
"7",12070828.00000000000
"3",2495650.00000000000
"4",2770118.00000000000
"3",8029808.00000000000
"3",7964893.00000000000
"3",12075398.00000000000
"3",14997277.00000000000
"4",1682695.00000000000
"7",948020941.00000000000
"4",12072280.00000000000
"4",15033673.00000000000
"4",15047423.00000000000
"3",7961587.00000000000
"4",8015717.00000000000
"7",12070770.00000000000
"4",7969625.00000000000
"4",1678859.00000000000
"3",8029486.00000000000
"4",15033651.00000000000
"4",15034211.00000000000
"4",7993239.00000000000
"7",12070622.00000000000
"4",15047769.00000000000
"4",2850065.00000000000
"3",12075036.00000000000
"3",2770190.00000000000
"2",12074510.00000000000
"4",15036525.00000000000
"4",1679245.00000000000
"3",8058053.00000000000
"3",7986171.00000000000
"3",8037115.00000000000
"3",12075436.00000000000
"3",7952098.00000000000
"4",7993051.00000000000
"7",7991693.00000000000
"4",2770264.00000000000
"3",8040317.00000000000
"4",2850009.00000000000
"3",12071836.00000000000
"3",12074362.00000000000
"3",7990681.00000000000
"6",8016095.00000000000
"3",948020303.00000000000
"3",2769328.00000000000
"3",14981594.00000000000
"3",2769368.00000000000
"3",2774380.00000000000
"4",7969829.00000000000
"3",14991901.00000000000
"4",1685427.00000000000
"3",7985981.00000000000
"3",8027914.00000000000
"3",8020820.00000000000
"4",1679045.00000000000
"3",7947786.00000000000
"4",15022421.00000000000
"3",7965067.00000000000
"6",12074272.00000000000
"2",14996693.00000000000
"5",2782711.00000000000
"4",12071260.00000000000
"4",1682583.00000000000
"4",2848827.00000000000
"4",15027207.00000000000
"7",7986087.00000000000
"3",2775342.00000000000
"3",8026988.00000000000
"3",12071796.00000000000
"3",8056791.00000000000
"7",7994195.00000000000
"3",8040083.00000000000
"3",7960765.00000000000
"3",8039809.00000000000
"6",2848775.00000000000
"4",12071578.00000000000
"7",12070782.00000000000
"3",7986021.00000000000
"4",15034479.00000000000
"3",7985903.00000000000
"6",4296385.00000000000
"3",12071226.00000000000
"6",8009069.00000000000
"3",14982660.00000000000
"4",12074988.00000000000
"7",12070802.00000000000
"3",8029694.00000000000
"4",12072300.00000000000
"3",8026758.00000000000
"4",948021179.00000000000
"3",8037141.00000000000
"4",15033687.00000000000
"4",1679129.00000000000
"4",7969917.00000000000
"3",8040883.00000000000
"4",2848395.00000000000
"3",8064701.00000000000
"2",7978069.00000000000
"4",15040267.00000000000
"4",12071372.00000000000
"4",1682721.00000000000
"3",948020788.00000000000
"3",14992273.00000000000
"4",12075452.00000000000
"3",7947976.00000000000
"3",8020646.00000000000
"4",1685457.00000000000
"3",7925417.00000000000
"2",2845781.00000000000
"3",14991951.00000000000
"3",8040243.00000000000
"3",8062421.00000000000
"3",8039845.00000000000
"3",14982420.00000000000
"3",7982954.00000000000
"3",8036989.00000000000
"3",14991981.00000000000
"4",12072052.00000000000
"4",15033993.00000000000
"6",8020910.00000000000
"2",2775420.00000000000
"4",2855709.00000000000
"6",2776664.00000000000
"4",12071584.00000000000
"4",12070716.00000000000
"5",12068874.00000000000
"4",2848179.00000000000
"4",12071772.00000000000
"6",12068366.00000000000
"4",2843109.00000000000
"3",8039289.00000000000
"3",15022405.00000000000
"3",7930097.00000000000
"3",7965339.00000000000
"4",12072248.00000000000
"3",8037089.00000000000
"3",7985891.00000000000
"7",7993061.00000000000
"3",8063941.00000000000
"4",7969865.00000000000
"3",8027168.00000000000
"4",7970987.00000000000
"6",8037631.00000000000
"4",12074134.00000000000
"6",8005501.00000000000
"3",12068968.00000000000
"4",8019450.00000000000
"3",7986019.00000000000
"4",2770150.00000000000
"3",8020508.00000000000
"3",14992143.00000000000
"3",7971107.00000000000
"4",15013935.00000000000
"3",7981716.00000000000
"3",8020450.00000000000
"4",948021054.00000000000
"3",2770066.00000000000
"4",12075762.00000000000
"4",948020680.00000000000
"3",2765982.00000000000
"3",8064205.00000000000
"6",14997491.00000000000
"3",7928653.00000000000
"2",7968445.00000000000
"5",12074430.00000000000
"7",12071176.00000000000
"4",8016581.00000000000
"3",2776568.00000000000
"7",14993557.00000000000
"4",15070816.00000000000
"3",8058327.00000000000
"7",12070768.00000000000
"3",8038149.00000000000
"5",7951760.00000000000
"3",8036827.00000000000
"3",7929907.00000000000
"6",8021802.00000000000
"7",7984265.00000000000
"3",2775176.00000000000
"6",8020544.00000000000
"3",8027868.00000000000
"4",1679463.00000000000
"4",7962301.00000000000
"2",12074696.00000000000
"3",7970857.00000000000
"3",14997063.00000000000
"2",2850049.00000000000
"4",1678875.00000000000
"4",2494368.00000000000
"3",2772550.00000000000
"3",7985651.00000000000
"3",2770286.00000000000
"3",2800499.00000000000
"3",8039837.00000000000
"3",8026350.00000000000
"3",7962651.00000000000
"3",7981758.00000000000
"3",7925769.00000000000
"4",15040799.00000000000
"3",14997177.00000000000
"3",2764244.00000000000
"3",7985737.00000000000
"4",15036391.00000000000
"2",7972515.00000000000
"3",7972471.00000000000
"6",8015421.00000000000
"4",8061051.00000000000
"4",7951342.00000000000
"3",7952044.00000000000
"3",14997533.00000000000
"4",15036003.00000000000
"4",15033781.00000000000
"4",15048517.00000000000
"5",2496088.00000000000
"6",2782741.00000000000
"4",1678607.00000000000
"5",12074402.00000000000
"4",7970371.00000000000
"2",8061209.00000000000
"6",948020969.00000000000
"2",7970117.00000000000
"4",120299675.00000000000
"3",7986257.00000000000
"3",8063725.00000000000
"4",1678819.00000000000
"3",7996183.00000000000
"6",2848265.00000000000
"3",948020287.00000000000
"3",15024933.00000000000
"4",8053869.00000000000
"4",2844923.00000000000
"3",12075012.00000000000
"4",12068292.00000000000
"4",1678637.00000000000
"4",7968443.00000000000
"5",1889650.00000000000
"3",12068208.00000000000
"6",8009295.00000000000
"7",2782237.00000000000
"6",8006093.00000000000
"3",7961621.00000000000
"4",2855483.00000000000
"3",8062225.00000000000
"3",14981774.00000000000
"2",7972439.00000000000
"3",2769748.00000000000
"3",12071178.00000000000
"3",7994127.00000000000
"7",12070498.00000000000
"6",7985975.00000000000
"4",15036553.00000000000
"3",948021084.00000000000
"4",7972255.00000000000
"3",948020797.00000000000
"3",7982974.00000000000
"3",14983626.00000000000
"3",7994407.00000000000
"2",12079976.00000000000
"3",14982316.00000000000
"3",2772722.00000000000
"3",8039101.00000000000
"6",2848871.00000000000
"7",12070932.00000000000
"3",7985957.00000000000
"3",8020562.00000000000
"3",2775434.00000000000
"3",7986147.00000000000
"2",15048343.00000000000
"4",2843703.00000000000
"7",12074258.00000000000
"3",2800171.00000000000
"3",7926561.00000000000
"6",12070890.00000000000
"4",12068418.00000000000
"3",14992637.00000000000
"7",8006205.00000000000
"7",12074188.00000000000
"3",8058725.00000000000
"4",7952794.00000000000
"4",15041337.00000000000
"3",8040209.00000000000
"4",12071830.00000000000
"3",8021690.00000000000
"4",7990855.00000000000
"4",2849715.00000000000
"3",14981992.00000000000
"7",7995423.00000000000
"2",15048247.00000000000
"4",2842981.00000000000
"3",15022385.00000000000
"4",948020242.00000000000
"6",7991043.00000000000
"3",8039901.00000000000
"3",7963507.00000000000
"3",8020240.00000000000
"4",1679427.00000000000
"3",8028294.00000000000
"7",7994827.00000000000
"2",2775308.00000000000
"4",12071546.00000000000
"4",2843771.00000000000
"4",15040705.00000000000
"4",15041861.00000000000
"3",2769358.00000000000
"3",7969479.00000000000
"3",2770080.00000000000
"3",7923901.00000000000
"4",2843225.00000000000
"4",15045605.00000000000
"4",12072038.00000000000
"3",7985851.00000000000
"4",1678821.00000000000
"4",8053835.00000000000
"4",15022481.00000000000
"4",4296213.00000000000
"7",12073048.00000000000
"4",948021062.00000000000
"4",12072086.00000000000
"2",2775764.00000000000
"7",12070746.00000000000
"6",8015857.00000000000
"4",4296201.00000000000
"3",8028302.00000000000
"1",14997981.00000000000
"4",12070832.00000000000
"3",8040177.00000000000
"3",14994439.00000000000
"3",8040413.00000000000
"3",8064095.00000000000
"4",948020608.00000000000
"3",14997249.00000000000
"3",12075424.00000000000
"3",14992993.00000000000
"7",12070918.00000000000
"3",14981334.00000000000
"3",14997149.00000000000
"4",12068158.00000000000
"3",7964967.00000000000
"2",7972495.00000000000
"3",7947920.00000000000
"3",12071548.00000000000
"3",948021105.00000000000
"7",8005605.00000000000
"3",7948002.00000000000
"4",12071740.00000000000
"3",8040395.00000000000
"6",7993161.00000000000
"3",2774272.00000000000
"4",15034255.00000000000
"3",8058207.00000000000
"6",8015659.00000000000
"4",2775858.00000000000
"2",7982992.00000000000
"3",2773072.00000000000
"4",12074128.00000000000
"3",7987229.00000000000
"5",7952814.00000000000
"5",7951334.00000000000
"3",8041723.00000000000
"3",948021005.00000000000
"3",8039527.00000000000
"3",7961005.00000000000
"4",12075542.00000000000
"3",8039179.00000000000
"3",7985527.00000000000
"4",15033877.00000000000
"5",12074264.00000000000
"1",7932093.00000000000
"6",8016363.00000000000
"3",2772636.00000000000
"4",12079928.00000000000
"4",8053965.00000000000
"4",1685449.00000000000
"3",8039285.00000000000
"3",7985955.00000000000
"3",14981742.00000000000
"7",7992981.00000000000
"3",12071594.00000000000
"5",7952800.00000000000
"4",12070420.00000000000
"3",8028244.00000000000
"4",1678555.00000000000
"3",12075442.00000000000
"4",15047757.00000000000
"2",15059767.00000000000
"4",7970523.00000000000
"3",8058291.00000000000
"2",12074690.00000000000
"7",7985537.00000000000
"3",8028298.00000000000
"3",7926603.00000000000
"3",12074304.00000000000
"3",7996331.00000000000
"4",7951278.00000000000
"3",14993567.00000000000
"3",14992211.00000000000
"3",8026840.00000000000
"3",8026500.00000000000
"3",2800393.00000000000
"4",7969847.00000000000
"4",948020721.00000000000
"3",8027292.00000000000
"2",15022453.00000000000
"3",8028284.00000000000
"6",12074910.00000000000
"3",2764280.00000000000
"3",14982476.00000000000
"4",2842943.00000000000
"3",8020212.00000000000
"4",15024929.00000000000
"2",7975781.00000000000
"4",15039317.00000000000
"3",7994579.00000000000
"3",7965313.00000000000
"4",2848503.00000000000
"4",2846725.00000000000
"3",7986077.00000000000
"3",8040751.00000000000
"3",12072114.00000000000
"3",8040503.00000000000
"3",2800745.00000000000
"3",8020924.00000000000
"4",12072422.00000000000
"3",7949050.00000000000
"4",15038723.00000000000
"3",2769314.00000000000
"3",2782025.00000000000
"3",12068980.00000000000
"4",8037537.00000000000
"7",12070634.00000000000
"3",948021104.00000000000
